"Tanggal","Terakhir","Pembukaan","Tertinggi","Terendah","Vol.","Perubahan%"
"26/03/2025","9.075","9.075","9.150","9.050","4,50K","0,28%"
"25/03/2025","9.050","9.100","11.000","9.050","56,40K","-2,16%"
"24/03/2025","9.250","9.075","9.275","9.025","15,90K","-0,27%"
"21/03/2025","9.275","9.175","9.300","9.125","5,50K","-0,27%"
"20/03/2025","9.300","9.250","9.500","9.225","10,50K","0,81%"
"19/03/2025","9.225","9.175","9.350","9.100","5,90K","0,54%"
"18/03/2025","9.175","9.025","9.225","9.000","20,50K","1,66%"
"17/03/2025","9.025","9.200","9.250","9.000","20,10K","-3,73%"
"14/03/2025","9.375","9.100","9.400","9.100","6,30K","-0,27%"
"13/03/2025","9.400","9.400","9.400","9.000","20,30K","-0,53%"
"12/03/2025","9.450","9.400","9.450","9.375","6,00K","0,27%"
"11/03/2025","9.425","9.350","9.450","9.025","4,10K","-0,26%"
"10/03/2025","9.450","9.450","9.450","9.450","0,10K","0,00%"
"07/03/2025","9.450","9.275","9.500","9.275","2,90K","1,89%"
"06/03/2025","9.275","9.100","9.300","9.025","7,60K","0,27%"
"05/03/2025","9.250","9.025","9.250","9.000","2,60K","0,82%"
"04/03/2025","9.175","9.900","9.900","9.150","3,50K","0,00%"
"03/03/2025","9.175","9.000","9.775","9.000","7,70K","1,66%"
"28/02/2025","9.025","9.100","9.250","9.025","3,80K","-2,43%"
"27/02/2025","9.250","9.150","9.325","9.125","12,40K","-1,33%"
"26/02/2025","9.375","9.400","9.400","9.050","17,60K","-0,27%"
"25/02/2025","9.400","9.400","9.400","9.025","3,50K","0,00%"
"24/02/2025","9.400","9.725","9.725","9.000","25,00K","-3,34%"
"21/02/2025","9.725","9.575","10.350","8.900","16,40K","1,57%"
"20/02/2025","9.575","10.000","10.475","9.000","48,90K","-4,25%"
"19/02/2025","10.000","10.075","11.750","9.775","78,80K","0,50%"
"18/02/2025","9.950","9.125","10.500","9.050","50,60K","9,04%"
"17/02/2025","9.125","9.025","9.150","9.000","6,80K","-0,82%"
"14/02/2025","9.200","9.150","9.200","9.050","12,20K","0,55%"
"13/02/2025","9.150","9.150","9.150","9.000","8,80K","-0,27%"
"12/02/2025","9.175","9.025","9.200","9.025","13,80K","0,00%"
"11/02/2025","9.175","9.000","9.200","9.000","10,20K","0,55%"
"10/02/2025","9.125","9.150","9.150","9.000","9,70K","-0,27%"
"07/02/2025","9.150","9.000","9.200","9.000","11,40K","1,67%"
"06/02/2025","9.000","9.175","9.175","8.975","2,60K","-1,91%"
"05/02/2025","9.175","9.000","9.200","8.975","9,40K","1,94%"
"04/02/2025","9.000","9.200","9.200","9.000","12,50K","-2,17%"
"03/02/2025","9.200","9.200","9.200","9.000","15,90K","0,00%"
"31/01/2025","9.200","9.125","9.200","9.000","23,40K","0,55%"
"30/01/2025","9.150","9.150","9.150","8.900","5,90K","0,27%"
"24/01/2025","9.125","9.150","9.150","8.850","25,20K","-0,27%"
"23/01/2025","9.150","9.175","9.175","9.000","20,00K","-0,27%"
"22/01/2025","9.175","9.175","9.200","9.150","11,90K","0,00%"
"21/01/2025","9.175","8.900","9.200","8.800","39,40K","3,09%"
"20/01/2025","8.900","8.975","9.000","8.900","5,90K","-0,84%"
"17/01/2025","8.975","9.025","9.300","8.975","8,90K","-0,83%"
"16/01/2025","9.050","9.050","9.050","9.000","1,50K","-0,82%"
"15/01/2025","9.125","8.975","9.150","8.975","4,40K","1,39%"
"14/01/2025","9.000","9.000","9.000","9.000","0,10K","-1,64%"
"13/01/2025","9.150","9.175","9.175","9.125","7,00K","0,27%"
"10/01/2025","9.125","9.125","9.200","9.125","8,00K","-0,27%"
"09/01/2025","9.150","9.125","9.150","9.125","5,20K","0,00%"
"08/01/2025","9.150","9.150","9.150","9.125","3,10K","0,00%"
"07/01/2025","9.150","8.950","9.200","8.875","23,20K","1,95%"
"06/01/2025","8.975","8.950","9.000","8.675","75,90K","0,00%"
"03/01/2025","8.975","8.975","8.975","8.975","4,50K","-0,28%"
"02/01/2025","9.000","9.000","9.000","9.000","1,10K","0,00%"
"30/12/2024","9.000","9.050","9.050","9.000","1,50K","-0,55%"
"27/12/2024","9.050","9.000","9.075","8.975","3,70K","0,56%"
"24/12/2024","9.000","9.100","9.100","9.000","11,10K","-0,55%"
"23/12/2024","9.050","9.000","9.075","9.000","2,50K","0,28%"
"20/12/2024","9.025","8.900","9.050","8.900","9,30K","1,40%"
"19/12/2024","8.900","8.975","9.050","8.900","14,60K","-1,66%"
"18/12/2024","9.050","9.000","9.050","8.975","8,60K","0,00%"
"17/12/2024","9.050","8.825","9.200","8.825","6,70K","1,12%"
"16/12/2024","8.950","9.200","9.250","8.950","12,20K","-1,65%"
"13/12/2024","9.100","9.050","9.100","9.050","1,30K","0,00%"
"12/12/2024","9.100","9.100","9.100","9.075","1,20K","0,00%"
"11/12/2024","9.100","9.050","9.100","9.050","12,10K","0,28%"
"10/12/2024","9.075","8.975","9.075","8.975","6,00K","0,28%"
"09/12/2024","9.050","9.050","9.050","9.000","3,30K","0,00%"
"06/12/2024","9.050","9.050","9.050","9.000","8,70K","0,00%"
"05/12/2024","9.050","9.075","9.075","8.975","11,80K","-0,28%"
"04/12/2024","9.075","9.075","9.075","9.075","1,80K","0,00%"
"03/12/2024","9.075","9.150","9.150","8.975","10,60K","0,00%"
"02/12/2024","9.075","9.000","9.075","8.950","8,50K","0,00%"
"29/11/2024","9.075","9.150","9.150","8.725","33,20K","-0,82%"
"28/11/2024","9.150","9.050","9.200","9.050","4,20K","1,10%"
"26/11/2024","9.050","9.000","9.075","8.975","10,80K","0,28%"
"25/11/2024","9.025","8.975","9.075","8.975","4,90K","-0,28%"
"22/11/2024","9.050","9.050","9.100","9.050","2,00K","0,00%"
"21/11/2024","9.050","9.000","9.100","8.975","21,10K","-0,55%"
"20/11/2024","9.100","9.000","9.100","9.000","7,60K","0,00%"
"19/11/2024","9.100","8.975","9.225","8.975","7,40K","0,28%"
"18/11/2024","9.075","8.975","9.300","8.975","16,10K","-0,27%"
"15/11/2024","9.100","9.100","9.200","9.000","6,30K","0,00%"
"14/11/2024","9.100","9.025","9.250","9.025","7,80K","-1,89%"
"13/11/2024","9.275","9.000","9.275","9.000","8,10K","2,20%"
"12/11/2024","9.075","9.000","9.075","8.950","17,50K","0,00%"
"11/11/2024","9.075","9.075","9.075","8.950","21,20K","0,00%"
"08/11/2024","9.075","9.000","9.075","8.975","15,30K","0,00%"
"07/11/2024","9.075","9.000","9.075","8.925","46,50K","0,00%"
"06/11/2024","9.075","9.075","9.100","8.925","30,60K","0,00%"
"05/11/2024","9.075","9.100","9.100","8.975","15,60K","0,55%"
"04/11/2024","9.025","9.000","9.050","8.975","37,50K","0,28%"
"01/11/2024","9.000","9.175","9.175","9.000","12,80K","-1,91%"
"31/10/2024","9.175","9.175","9.200","9.050","15,80K","-0,27%"
"30/10/2024","9.200","9.200","9.200","9.000","7,10K","0,00%"
"29/10/2024","9.200","9.250","9.250","9.000","8,70K","-0,54%"
"28/10/2024","9.250","9.200","9.325","8.950","22,30K","0,54%"
"25/10/2024","9.200","9.300","9.450","9.050","15,20K","-1,08%"
"24/10/2024","9.300","9.350","9.450","9.300","15,30K","-0,53%"
"23/10/2024","9.350","9.200","9.400","9.200","40,80K","1,63%"
"22/10/2024","9.200","9.050","10.000","9.000","46,30K","1,38%"
"21/10/2024","9.075","9.100","9.100","8.975","20,80K","0,00%"
"18/10/2024","9.075","9.000","9.075","8.975","17,70K","0,00%"
"17/10/2024","9.075","9.075","9.075","8.975","35,90K","0,00%"
"16/10/2024","9.075","9.075","9.075","8.975","12,60K","0,00%"
"15/10/2024","9.075","9.100","9.100","8.975","21,50K","0,00%"
"14/10/2024","9.075","9.075","9.075","8.975","33,80K","0,00%"
"11/10/2024","9.075","9.050","9.075","8.950","19,90K","0,00%"
"10/10/2024","9.075","8.975","9.075","8.950","16,90K","0,00%"
"09/10/2024","9.075","9.050","9.100","8.950","17,90K","0,00%"
"08/10/2024","9.075","9.075","9.100","8.950","13,50K","0,00%"
"07/10/2024","9.075","9.050","9.100","8.700","29,80K","0,00%"
"04/10/2024","9.075","9.050","9.150","8.975","10,40K","0,28%"
"03/10/2024","9.050","9.025","9.100","8.975","13,70K","0,00%"
"02/10/2024","9.050","9.025","9.100","8.875","19,80K","0,00%"
"01/10/2024","9.050","9.050","9.200","8.800","1,16M","0,00%"
"30/09/2024","9.050","9.100","9.175","8.950","26,20K","0,00%"
"27/09/2024","9.050","9.050","9.325","9.050","29,20K","0,00%"
"26/09/2024","9.050","9.000","9.100","8.725","1,74M","0,56%"
"25/09/2024","9.000","9.025","9.200","8.900","42,00K","0,00%"
"24/09/2024","9.000","8.900","9.050","8.700","1,80M","0,56%"
"23/09/2024","8.950","8.975","9.225","8.525","84,20K","0,00%"
"20/09/2024","8.950","8.925","8.975","8.400","112,50K","0,28%"
"19/09/2024","8.925","8.875","8.950","8.350","207,90K","0,56%"
"18/09/2024","8.875","8.875","9.650","8.825","211,70K","0,00%"
"17/09/2024","8.875","9.500","9.750","8.750","237,70K","-6,58%"
"13/09/2024","9.500","9.600","9.950","8.050","252,80K","-1,04%"
"12/09/2024","9.600","11.450","11.800","9.075","757,50K","-15,04%"
"11/09/2024","11.300","11.400","12.500","11.300","450,10K","0,00%"
"10/09/2024","11.300","10.750","12.825","10.750","1,90M","5,61%"
"06/09/2024","10.700","9.000","10.700","9.000","17,70K","19,89%"
"05/09/2024","8.925","8.400","8.925","8.400","20,10K","19,80%"
"04/09/2024","7.450","6.400","7.450","6.350","26,20K","19,68%"
"03/09/2024","6.225","5.200","6.225","5.125","83,40K","19,71%"
"02/09/2024","5.200","5.200","5.200","5.050","16,80K","0,00%"
"30/08/2024","5.200","5.200","5.200","5.000","21,30K","0,00%"
"29/08/2024","5.200","5.175","5.200","5.100","8,00K","0,97%"
"28/08/2024","5.150","5.150","5.150","4.750","5,90K","0,00%"
"27/08/2024","5.150","5.125","5.150","5.125","11,20K","0,49%"
"26/08/2024","5.125","5.125","5.125","5.050","2,40K","0,49%"
"23/08/2024","5.100","5.200","5.200","5.100","2,10K","0,00%"
"22/08/2024","5.100","5.100","5.100","5.075","5,90K","0,00%"
"21/08/2024","5.100","5.075","5.100","5.050","12,70K","0,00%"
"20/08/2024","5.100","5.000","5.100","5.000","2,90K","-0,49%"
"19/08/2024","5.125","5.075","5.125","5.000","17,60K","0,99%"
