Province,Longitude,Latitude,Month,ALLSKY_SFC_SW_DWN,PRECTOTCORR,RH2M,T2M,WS2M
Sulawesi Selatan,120.16377699025767,-3.725664224952574,MAR,19.48,10.22,86.12,23.56,0.64
Sulawesi Selatan,120.16377699025767,-3.725664224952574,MAY,16.69,9.89,89.04,23.45,0.78
Sulawesi Selatan,120.16377699025767,-3.725664224952574,NOV,21.04,8.54,84.01,23.87,0.69
Sulawesi Selatan,120.16377699025767,-3.725664224952574,OCT,21.8,6.86,83.23,23.5,0.79
Sulawesi Selatan,120.16377699025767,-3.725664224952574,SEP,20.02,5.97,84.59,22.64,0.9
Sulawesi Tengah,121.20019161161567,-1.012658684891298,ANN,17.05,5.87,79.15,27.2,1.38
Sulawesi Tengah,121.20019161161567,-1.012658684891298,APR,17.35,7.71,81.17,27.31,1.46
Sulawesi Tengah,121.20019161161567,-1.012658684891298,AUG,15.75,4.31,76.64,27.02,1.35
Sulawesi Tengah,121.20019161161567,-1.012658684891298,DEC,17.44,3.5,80.76,27.23,1.51
Sulawesi Tengah,121.20019161161567,-1.012658684891298,FEB,18.38,5.11,81.39,26.68,1.55
Sulawesi Tengah,121.20019161161567,-1.012658684891298,JAN,17.55,4.72,81.72,26.64,1.53
Sulawesi Tengah,121.20019161161567,-1.012658684891298,JUL,13.75,7.29,78.32,26.9,1.31
Sulawesi Tengah,121.20019161161567,-1.012658684891298,JUN,14.31,7.75,78.76,27.29,1.2
Sulawesi Tengah,121.20019161161567,-1.012658684891298,MAR,18.29,7.21,81.22,26.9,1.49
Sulawesi Tengah,121.20019161161567,-1.012658684891298,MAY,15.62,7.21,79.99,27.71,1.29
Sulawesi Tengah,121.20019161161567,-1.012658684891298,NOV,18.84,4.71,78.73,27.65,1.37
Sulawesi Tengah,121.20019161161567,-1.012658684891298,OCT,19.41,7.09,75.97,27.76,1.28
Sulawesi Tengah,121.20019161161567,-1.012658684891298,SEP,18.03,3.77,75.3,27.33,1.28
Sulawesi Tenggara,122.07031669797053,-4.131444812653171,ANN,18.19,7.07,90.34,24.64,0.14
Sulawesi Tenggara,122.07031669797053,-4.131444812653171,APR,18.06,8.83,92.11,24.94,0.15
Sulawesi Tenggara,122.07031669797053,-4.131444812653171,AUG,18.51,5.19,90.45,23.4,0.14
Sulawesi Tenggara,122.07031669797053,-4.131444812653171,DEC,18.03,5.72,88.71,25.34,0.14
Sulawesi Tenggara,122.07031669797053,-4.131444812653171,FEB,18.25,8.48,91.31,24.89,0.13
Sulawesi Tenggara,122.07031669797053,-4.131444812653171,JAN,18.05,7.16,90.75,24.96,0.15
Sulawesi Tenggara,122.07031669797053,-4.131444812653171,JUL,15.11,7.23,92.48,23.46,0.13
Sulawesi Tenggara,122.07031669797053,-4.131444812653171,JUN,14.56,8.65,93.33,23.98,0.12
Sulawesi Tenggara,122.07031669797053,-4.131444812653171,MAR,18.08,9.0,92.36,24.86,0.15
Sulawesi Tenggara,122.07031669797053,-4.131444812653171,MAY,15.92,9.1,92.91,24.8,0.13
Sulawesi Tenggara,122.07031669797053,-4.131444812653171,NOV,20.87,6.6,84.95,25.87,0.14
Sulawesi Tenggara,122.07031669797053,-4.131444812653171,OCT,22.62,4.26,85.85,25.23,0.15
Sulawesi Tenggara,122.07031669797053,-4.131444812653171,SEP,20.19,4.74,88.86,23.95,0.14
Sulawesi Utara,124.51282228201147,1.245447674937208,ANN,19.3,5.08,80.91,25.67,2.48
Sulawesi Utara,124.51282228201147,1.245447674937208,APR,20.68,5.21,81.28,25.88,2.07
Sulawesi Utara,124.51282228201147,1.245447674937208,AUG,20.79,3.04,79.77,25.43,3.22
Sulawesi Utara,124.51282228201147,1.245447674937208,DEC,17.32,6.45,84.08,25.49,2.42
Sulawesi Utara,124.51282228201147,1.245447674937208,FEB,18.15,5.36,85.34,24.79,3.13
Sulawesi Utara,124.51282228201147,1.245447674937208,JAN,16.66,6.48,86.6,24.76,2.97
Sulawesi Utara,124.51282228201147,1.245447674937208,JUL,18.18,4.96,82.23,25.14,2.77
Sulawesi Utara,124.51282228201147,1.245447674937208,JUN,18.45,5.75,80.47,25.78,2.13
Sulawesi Utara,124.51282228201147,1.245447674937208,MAR,19.66,4.66,83.38,25.23,2.59
Sulawesi Utara,124.51282228201147,1.245447674937208,MAY,19.68,5.22,80.55,26.36,1.83
Sulawesi Utara,124.51282228201147,1.245447674937208,NOV,19.25,5.83,77.91,26.35,1.82
Sulawesi Utara,124.51282228201147,1.245447674937208,OCT,21.29,4.14,74.09,26.7,1.99
Sulawesi Utara,124.51282228201147,1.245447674937208,SEP,21.5,3.86,75.41,26.03,2.84
Sumatera Barat,100.4657270756012,-0.8452486346141194,ANN,16.91,10.92,86.73,24.12,1.15
Sumatera Barat,100.4657270756012,-0.8452486346141194,APR,17.76,11.64,86.71,24.51,1.09
Sumatera Barat,100.4657270756012,-0.8452486346141194,AUG,16.67,11.5,87.12,24.11,1.19
Sumatera Barat,100.4657270756012,-0.8452486346141194,DEC,15.75,11.82,87.26,23.7,1.22
Sumatera Barat,100.4657270756012,-0.8452486346141194,FEB,17.39,9.6,85.38,24.27,1.1
Sumatera Barat,100.4657270756012,-0.8452486346141194,JAN,16.2,10.95,86.11,23.99,1.05
Sumatera Barat,100.4657270756012,-0.8452486346141194,JUL,17.14,7.28,86.2,24.15,1.1
Sumatera Barat,100.4657270756012,-0.8452486346141194,JUN,16.64,10.22,87.08,24.21,1.11
Sumatera Barat,100.4657270756012,-0.8452486346141194,MAR,18.15,12.45,85.74,24.32,1.13
Sumatera Barat,100.4657270756012,-0.8452486346141194,MAY,16.79,10.98,87.26,24.79,1.08
Sumatera Barat,100.4657270756012,-0.8452486346141194,NOV,16.7,12.82,87.8,23.69,1.2
Sumatera Barat,100.4657270756012,-0.8452486346141194,OCT,17.16,10.28,87.5,23.83,1.25
Sumatera Barat,100.4657270756012,-0.8452486346141194,SEP,16.66,11.44,86.49,23.94,1.25
Sumatera Selatan,104.16997702288305,-3.2126530164348956,ANN,17.32,7.39,87.68,26.61,1.09
Sumatera Selatan,104.16997702288305,-3.2126530164348956,APR,17.87,13.58,87.86,27.08,0.82
Sumatera Selatan,104.16997702288305,-3.2126530164348956,AUG,17.72,2.53,87.11,26.3,1.32
Sumatera Selatan,104.16997702288305,-3.2126530164348956,DEC,16.36,10.5,88.09,26.52,1.11
Sumatera Selatan,104.16997702288305,-3.2126530164348956,FEB,17.17,8.77,89.03,26.4,1.22
Sumatera Selatan,104.16997702288305,-3.2126530164348956,JAN,16.52,8.87,89.67,26.19,1.27
Sumatera Selatan,104.16997702288305,-3.2126530164348956,JUL,16.78,4.11,88.45,26.11,1.18
Sumatera Selatan,104.16997702288305,-3.2126530164348956,JUN,15.98,5.81,89.29,26.49,0.99
Sumatera Selatan,104.16997702288305,-3.2126530164348956,MAR,18.19,9.82,88.29,26.71,1.0
Sumatera Selatan,104.16997702288305,-3.2126530164348956,MAY,16.73,7.12,89.29,27.15,0.92
Sumatera Selatan,104.16997702288305,-3.2126530164348956,NOV,17.81,7.64,85.45,26.99,0.89
Sumatera Selatan,104.16997702288305,-3.2126530164348956,OCT,18.54,5.84,84.21,26.93,1.08
Sumatera Selatan,104.16997702288305,-3.2126530164348956,SEP,18.22,4.23,85.43,26.49,1.28
Sumatera Utara,99.06019508363032,2.1917511022406906,ANN,17.07,10.95,89.15,23.02,0.46
Sumatera Utara,99.06019508363032,2.1917511022406906,APR,18.14,11.53,89.31,23.56,0.45
Sumatera Utara,99.06019508363032,2.1917511022406906,AUG,17.41,11.93,89.69,22.75,0.48
Sumatera Utara,99.06019508363032,2.1917511022406906,DEC,14.89,14.26,90.03,22.72,0.45
Sumatera Utara,99.06019508363032,2.1917511022406906,FEB,17.81,7.05,86.92,23.43,0.43
Sumatera Utara,99.06019508363032,2.1917511022406906,JAN,15.77,9.2,88.74,23.03,0.43
Sumatera Utara,99.06019508363032,2.1917511022406906,JUL,17.51,7.95,88.68,22.89,0.47
Sumatera Utara,99.06019508363032,2.1917511022406906,JUN,17.46,11.42,89.65,22.89,0.45
Sumatera Utara,99.06019508363032,2.1917511022406906,MAR,19.12,11.35,88.45,23.42,0.46
Sumatera Utara,99.06019508363032,2.1917511022406906,MAY,17.14,9.22,89.6,23.65,0.45
Sumatera Utara,99.06019508363032,2.1917511022406906,NOV,15.51,13.78,90.15,22.66,0.46
Sumatera Utara,99.06019508363032,2.1917511022406906,OCT,16.95,12.54,89.71,22.6,0.49
Sumatera Utara,99.06019508363032,2.1917511022406906,SEP,17.18,10.93,88.79,22.67,0.48
