"Tanggal","Terakhir","Pembukaan","Tertinggi","Terendah","Vol.","Perubahan%"
"01/09/2025","67.600","68.400","68.600","67.500","12,00M","-3,01%"
"29/08/2025","69.700","70.100","70.500","69.700","11,28M","0,14%"
"28/08/2025","69.600","70.100","70.400","69.600","11,57M","-1,42%"
"27/08/2025","70.600","70.100","70.900","69.800","10,43M","0,43%"
"26/08/2025","70.300","70.800","71.100","70.300","14,46M","-1,68%"
"25/08/2025","71.500","71.700","71.800","71.000","10,35M","0,14%"
"22/08/2025","71.400","71.700","71.800","70.800","9,15M","1,13%"
"21/08/2025","70.600","71.500","71.900","70.600","18,35M","0,14%"
"20/08/2025","70.500","70.100","70.700","69.400","17,38M","0,71%"
"19/08/2025","70.000","70.400","70.700","69.700","10,51M","0,00%"
"18/08/2025","70.000","71.100","71.200","70.000","13,55M","-2,23%"
"14/08/2025","71.600","71.900","71.900","71.200","11,80M","-0,42%"
"13/08/2025","71.900","71.900","72.100","71.400","12,31M","1,13%"
"12/08/2025","71.100","71.100","72.400","71.100","15,31M","0,14%"
"11/08/2025","71.000","72.000","72.100","70.800","11,35M","-1,11%"
"08/08/2025","71.800","71.000","72.400","70.700","21,72M","1,84%"
"07/08/2025","70.500","70.800","71.000","69.700","15,01M","2,47%"
"06/08/2025","68.800","69.200","69.400","68.300","12,54M","-1,57%"
"05/08/2025","69.900","71.000","71.500","69.700","14,39M","0,29%"
"04/08/2025","69.700","69.500","70.200","68.700","14,76M","1,16%"
"01/08/2025","68.900","70.200","72.000","68.800","23,91M","-3,50%"
"31/07/2025","71.400","73.000","74.000","71.000","26,54M","-1,65%"
"30/07/2025","72.600","71.000","73.700","70.600","34,57M","2,83%"
"29/07/2025","70.600","70.800","70.800","68.800","27,78M","0,28%"
"28/07/2025","70.400","68.200","70.400","67.200","35,29M","6,83%"
"25/07/2025","65.900","65.700","66.300","65.500","8,05M","-0,15%"
"24/07/2025","66.000","66.500","66.800","65.900","12,65M","-0,60%"
"23/07/2025","66.400","66.200","66.500","64.900","15,69M","0,61%"
"22/07/2025","66.000","68.100","68.500","65.600","20,68M","-2,65%"
"21/07/2025","67.800","67.400","68.800","67.200","17,70M","1,04%"
"18/07/2025","67.100","67.000","67.800","66.300","23,85M","0,60%"
"17/07/2025","66.700","65.900","66.800","64.400","38,92M","3,09%"
"16/07/2025","64.700","63.700","64.700","63.100","22,72M","1,57%"
"15/07/2025","63.700","62.300","63.800","62.000","17,92M","1,92%"
"14/07/2025","62.500","62.300","62.600","61.800","13,52M","-0,16%"
"11/07/2025","62.600","61.300","62.800","61.200","19,03M","2,62%"
"10/07/2025","61.000","60.600","61.200","60.400","14,70M","0,99%"
"09/07/2025","60.400","61.400","61.400","60.200","17,52M","-1,63%"
"08/07/2025","61.400","61.600","62.400","61.000","20,21M","-0,49%"
"07/07/2025","61.700","62.900","63.300","61.700","17,16M","-2,53%"
"04/07/2025","63.300","64.700","64.700","63.000","23,69M","-0,78%"
"03/07/2025","63.800","61.300","63.800","61.100","31,79M","4,93%"
"02/07/2025","60.800","60.200","60.900","59.800","14,76M","1,00%"
"01/07/2025","60.200","60.400","61.100","60.200","13,51M","0,67%"
"30/06/2025","59.800","61.200","61.200","59.800","16,87M","-1,64%"
"27/06/2025","60.800","60.100","61.600","60.000","17,24M","1,00%"
"26/06/2025","60.200","61.300","61.300","59.900","19,22M","-1,79%"
"25/06/2025","61.300","61.500","61.600","60.300","22,70M","1,32%"
"24/06/2025","60.500","59.400","60.600","59.300","23,30M","4,31%"
"23/06/2025","58.000","58.400","58.500","57.600","16,42M","-2,52%"
"20/06/2025","59.500","59.400","59.800","59.100","17,18M","0,51%"
"19/06/2025","59.200","60.500","60.600","59.000","16,63M","-1,00%"
"18/06/2025","59.800","58.000","59.800","57.900","17,59M","2,93%"
"17/06/2025","58.100","57.800","59.800","57.400","28,62M","1,57%"
"16/06/2025","57.200","58.000","58.100","56.900","21,90M","-1,89%"
"13/06/2025","58.300","60.200","60.200","57.700","20,61M","-2,02%"
"12/06/2025","59.500","59.700","60.000","59.300","17,76M","-0,67%"
"11/06/2025","59.900","59.500","60.100","59.400","13,54M","1,18%"
"10/06/2025","59.200","60.000","60.100","58.800","15,25M","-1,00%"
"09/06/2025","59.800","60.400","60.400","59.500","19,36M","1,18%"
"05/06/2025","59.100","58.100","59.900","57.900","23,26M","2,25%"
"04/06/2025","57.800","57.200","57.900","56.800","19,39M","1,76%"
"02/06/2025","56.800","56.300","57.300","56.200","12,61M","1,07%"
"30/05/2025","56.200","56.200","57.200","55.800","25,00M","0,18%"
"29/05/2025","56.100","56.200","56.400","55.600","12,87M","0,36%"
"28/05/2025","55.900","54.300","56.100","54.200","17,51M","3,71%"
"27/05/2025","53.900","54.200","54.500","53.800","13,35M","-1,46%"
"26/05/2025","54.700","53.900","55.000","53.700","10,90M","0,92%"
"23/05/2025","54.200","55.000","55.200","54.100","11,24M","-0,91%"
"22/05/2025","54.700","55.300","55.500","54.500","15,25M","-1,80%"
"21/05/2025","55.700","56.200","56.600","55.700","7,79M","-0,36%"
"20/05/2025","55.900","56.200","56.700","55.700","9,04M","0,18%"
"19/05/2025","55.800","56.400","56.400","55.500","9,80M","-1,76%"
"16/05/2025","56.800","57.400","57.500","56.700","10,36M","-0,87%"
"15/05/2025","57.300","57.400","58.600","57.100","12,48M","-0,17%"
"14/05/2025","57.400","57.500","57.900","57.000","12,42M","0,88%"
"13/05/2025","56.900","57.700","58.200","56.800","15,24M","-1,22%"
"12/05/2025","57.600","55.200","57.600","55.000","15,34M","5,11%"
"09/05/2025","54.800","54.700","55.000","54.400","7,44M","0,37%"
"08/05/2025","54.600","55.100","55.500","54.500","16,24M","0,00%"
"07/05/2025","54.600","54.500","55.000","54.300","16,97M","0,55%"
"02/05/2025","54.300","55.000","55.500","54.200","22,39M","-2,16%"
"30/04/2025","55.500","55.900","56.000","55.300","12,66M","-0,54%"
"29/04/2025","55.800","55.700","56.500","55.600","9,80M","0,00%"
"28/04/2025","55.800","55.800","55.900","55.500","9,07M","0,18%"
"25/04/2025","55.700","56.400","56.400","55.600","11,74M","0,00%"
"24/04/2025","55.700","55.600","55.800","55.200","10,47M","0,00%"
"23/04/2025","55.700","56.000","56.100","55.500","10,82M","1,27%"
"22/04/2025","55.000","54.900","55.500","54.700","9,53M","-0,72%"
"21/04/2025","55.400","55.200","56.000","55.100","5,70M","0,18%"
"18/04/2025","55.300","55.300","55.600","54.900","5,43M","0,36%"
"17/04/2025","55.100","54.700","55.300","54.500","10,87M","0,73%"
"16/04/2025","54.700","56.000","56.200","54.500","14,41M","-3,36%"
"15/04/2025","56.600","56.300","57.100","56.200","8,73M","0,71%"
"14/04/2025","56.200","56.300","56.700","55.800","12,23M","1,81%"
"11/04/2025","55.200","55.600","55.700","54.800","13,92M","-2,13%"
"10/04/2025","56.400","56.600","56.700","55.000","22,55M","6,42%"
"09/04/2025","53.000","53.300","54.300","52.900","20,43M","-0,93%"
"08/04/2025","53.500","55.000","55.300","53.300","23,53M","0,56%"
"07/04/2025","53.200","53.300","54.100","53.100","31,99M","-5,17%"
"04/04/2025","56.100","56.200","58.200","55.700","23,53M","-2,60%"
"03/04/2025","57.600","56.900","57.800","56.900","19,23M","-2,04%"
"02/04/2025","58.800","58.800","59.400","58.300","14,32M","0,00%"
"01/04/2025","58.800","58.700","59.600","57.900","13,73M","1,73%"
"31/03/2025","57.800","59.500","59.700","57.800","17,40M","-3,99%"
"28/03/2025","60.200","60.700","61.100","60.000","16,22M","-2,59%"
"27/03/2025","61.800","60.900","62.000","60.800","20,17M","0,65%"
"26/03/2025","61.400","59.800","61.400","59.700","16,35M","2,68%"
"25/03/2025","59.800","60.900","61.100","59.500","16,05M","-1,16%"
"24/03/2025","60.500","61.200","61.600","60.500","14,02M","-1,94%"
"21/03/2025","61.700","60.900","61.700","60.400","38,24M","2,49%"
"20/03/2025","60.200","59.200","60.300","58.500","34,55M","2,91%"
"19/03/2025","58.500","57.400","59.200","57.400","29,28M","1,56%"
"18/03/2025","57.600","58.800","59.000","57.300","27,86M","0,00%"
"17/03/2025","57.600","55.500","57.800","55.400","35,12M","5,30%"
"14/03/2025","54.700","54.500","55.100","54.400","10,77M","0,00%"
"13/03/2025","54.700","55.800","55.900","54.200","23,66M","-0,36%"
"12/03/2025","54.900","53.800","55.300","53.600","17,77M","2,43%"
"11/03/2025","53.600","52.500","54.100","52.500","17,61M","-0,19%"
"10/03/2025","53.700","53.500","54.800","53.500","12,78M","0,00%"
"07/03/2025","53.700","53.500","54.200","53.400","13,37M","-1,10%"
"06/03/2025","54.300","54.100","54.500","54.000","12,08M","0,56%"
"05/03/2025","54.000","55.100","55.400","54.000","16,37M","-0,92%"
"04/03/2025","54.500","53.900","55.000","53.800","17,21M","0,00%"
"28/02/2025","54.500","55.400","55.700","54.500","27,54M","-3,20%"
"27/02/2025","56.300","56.500","57.100","56.200","14,46M","-0,53%"
"26/02/2025","56.600","57.000","57.100","56.100","17,82M","-1,05%"
"25/02/2025","57.200","56.600","57.800","56.500","13,99M","-0,17%"
"24/02/2025","57.300","57.300","57.700","57.200","14,01M","-1,55%"
"21/02/2025","58.200","58.400","58.500","57.100","19,18M","-0,34%"
"20/02/2025","58.400","59.100","59.100","58.100","21,47M","-0,51%"
"19/02/2025","58.700","57.400","58.900","57.300","25,27M","3,16%"
"18/02/2025","56.900","56.200","57.200","55.900","21,51M","1,61%"
"17/02/2025","56.000","56.100","56.500","55.700","11,87M","0,00%"
"14/02/2025","56.000","56.000","57.300","56.000","23,88M","0,36%"
"13/02/2025","55.800","56.100","56.400","55.600","22,27M","0,00%"
"12/02/2025","55.800","55.100","55.900","54.500","20,88M","0,18%"
"11/02/2025","55.700","55.500","56.300","55.000","24,17M","0,18%"
"10/02/2025","55.600","53.000","55.900","52.900","27,41M","3,54%"
"07/02/2025","53.700","53.900","54.200","53.600","14,32M","-0,56%"
"06/02/2025","54.000","53.400","54.000","53.200","16,08M","2,08%"
"05/02/2025","52.900","53.600","53.800","52.800","15,78M","0,38%"
"04/02/2025","52.700","51.600","53.600","51.500","26,99M","3,33%"
"03/02/2025","51.000","51.100","51.400","50.800","32,04M","-2,67%"
"31/01/2025","52.400","52.200","53.000","51.700","41,83M","-2,42%"
"24/01/2025","53.700","53.600","53.800","53.200","11,40M","0,00%"
"23/01/2025","53.700","53.700","54.100","53.500","14,79M","-1,10%"
"22/01/2025","54.300","53.400","54.400","53.100","18,18M","1,50%"
"21/01/2025","53.500","53.700","54.300","53.300","13,45M","0,19%"
"20/01/2025","53.400","53.600","53.900","53.300","11,66M","-0,56%"
"17/01/2025","53.700","53.800","54.100","53.200","18,69M","-1,10%"
"16/01/2025","54.300","54.200","55.000","54.100","18,44M","1,12%"
"15/01/2025","53.700","54.100","54.700","53.500","18,52M","-0,37%"
"14/01/2025","53.900","54.200","54.600","53.700","17,23M","-0,37%"
"13/01/2025","54.100","54.600","55.000","54.100","16,29M","-2,17%"
"10/01/2025","55.300","56.100","56.500","55.200","15,87M","-1,43%"
"09/01/2025","56.100","57.600","57.700","56.100","24,37M","-2,09%"
"08/01/2025","57.300","54.800","57.500","54.700","26,22M","3,43%"
"07/01/2025","55.400","56.800","57.300","55.400","16,95M","-0,89%"
"06/01/2025","55.900","54.400","56.200","54.300","18,88M","2,76%"
"03/01/2025","54.400","52.800","55.100","52.800","19,13M","1,87%"
"02/01/2025","53.400","52.700","53.600","52.300","16,55M","0,38%"
"30/12/2024","53.200","53.300","54.000","53.100","12,45M","-0,93%"
"27/12/2024","53.700","53.500","54.100","53.200","10,67M","0,19%"
"26/12/2024","53.600","54.500","54.600","53.500","10,42M","-1,47%"
"24/12/2024","54.400","53.700","54.500","53.600","11,56M","1,68%"
"23/12/2024","53.500","53.400","54.000","53.300","13,60M","0,94%"
"20/12/2024","53.000","52.700","53.100","51.900","24,12M","-0,19%"
"19/12/2024","53.100","53.500","53.800","53.100","22,14M","-3,28%"
"18/12/2024","54.900","54.100","55.400","54.000","13,59M","1,29%"
"17/12/2024","54.200","54.700","55.200","54.000","20,11M","-2,52%"
"16/12/2024","55.600","56.300","56.600","55.200","15,21M","-0,89%"
"13/12/2024","56.100","55.800","56.300","55.500","15,80M","0,36%"
"12/12/2024","55.900","54.000","56.500","53.900","32,33M","3,52%"
"11/12/2024","54.000","53.600","54.200","53.400","14,33M","0,00%"
